cno4,exposure_nearest,exposure_weighted,observed_exposure_jev_nearest,observed_exposure_jev_weighted,observed_exposure_jev_direct,bls_ai_category_code,frs_lm_percentile
2415,0.0539,0.3338911273082483,0.0539,0.2352461299999999,0.3142536475869809,4.0,0.8265765765765766
2416,0.2107,0.3144818981522839,0.2107,0.25922013,0.3377777777777778,4.0,0.8412162162162162
2421,0.0606,0.0776562761991508,0.2452,0.2107444444444444,0.1644444444444444,3.0,0.6171171171171171
2422,0.0,0.0513,0.0,0.01387698,0.1444444444444444,3.0,0.7195945945945946
2423,0.0,0.0,0.0358,0.01500956,0.1822222222222222,2.0,0.49099099099099097
2424,0.0,0.0,0.0,0.0015984217171717,0.1166666666666666,3.0,0.7195945945945946
2425,0.0221,0.0221,0.0358,0.02856338,0.1633333333333333,2.0,
2426,0.1444,0.0686506991440145,0.0548,0.0527416,0.2277777777777777,3.0,
2427,0.2038,0.2038,0.0,0.0062694276767676,0.1211111111111111,3.0,
2431,0.0367,0.0367,0.0367,0.0367,0.2,4.0,0.7522522522522522
2432,0.0081,0.0409190265975001,0.0081,0.0081,0.1744444444444444,3.0,0.7601351351351351
2433,0.0813,0.205854383814282,0.0813,0.0813,0.1655555555555555,4.0,0.7150900900900901
2434,0.0753,0.0753,0.0753,0.0753,0.1722222222222222,4.0,0.8108108108108109
2435,0.0,0.0,0.0,0.0,0.1907968574635241,3.0,0.7556306306306306
2436,0.0,0.0,0.0,0.0001138383838383,0.1477777777777777,3.0,0.7826576576576577
2437,0.0358,0.0679745415213147,0.0358,0.03618,0.2411111111111111,4.0,0.7995495495495496
2439,0.0659,0.0975944927671193,0.0659,0.064365,0.2366666666666666,4.0,0.6891891891891891
2441,0.059,0.059,0.059,0.059,0.202020202020202,3.0,0.7443693693693694
2442,0.0999,0.1202184990266389,0.0999,0.0999,0.2822222222222222,4.0,0.6486486486486487
2443,0.0,0.0,0.0999,0.098264,0.23,2.0,0.20608108108108109
2451,0.0784,0.0420138311513927,0.0784,0.07762037,0.2544444444444445,3.0,0.6948198198198198
2452,0.0,0.0,0.0,0.0001642424242424,0.2188888888888888,3.0,0.7387387387387387
2453,0.0959,0.0498979943862411,0.0081,0.0104954343434343,0.2388888888888888,4.0,0.8085585585585585
2454,0.08,0.0400224415086789,0.08,0.0578869,0.1333333333333333,3.0,0.6576576576576577
2461,0.0,0.0,0.0,0.0106223599999999,0.21,3.0,0.6272522522522522
2462,0.0081,0.0081,0.0081,0.0330480363636363,0.12,3.0,0.7601351351351351
2463,0.0813,0.0358,0.0813,0.06767406,0.1322222222222222,4.0,0.7150900900900901
2464,0.0,0.0,0.0,0.0317957399999999,0.07,1.0,0.32995495495495497
2465,0.0,0.0,0.0,4.4550000000000005e-05,0.1444444444444444,3.0,0.7556306306306306
2466,0.0,0.0,0.0,0.0008338675757575,0.0911111111111111,3.0,0.7826576576576577
2469,0.0,0.0,0.0,0.0146379178787878,0.1655555555555555,3.0,0.6272522522522522
2471,0.059,0.059,0.0202,0.03177412,0.1111111111111111,3.0,0.7443693693693694
2472,0.0202,0.0202,0.0202,0.0344481754545454,0.0888888888888888,3.0,0.5709459459459459
2473,0.0,0.0,0.0202,0.0366446682828282,0.0777777777777777,2.0,0.20608108108108109
2481,0.0784,0.0784,0.0776,0.0571310383838383,0.1388888888888889,3.0,0.6948198198198198
2482,0.0437,0.0502029895225101,0.0437,0.04533085,0.1930415263748597,3.0,0.6801801801801802
2483,0.0,0.0022,0.0022,0.0052689666666666,0.0988888888888888,3.0,0.47297297297297297
2484,0.3672,0.3626693515268673,0.3672,0.364313,0.2722222222222222,4.0,0.6644144144144144
2511,0.1673,0.1673,0.1673,0.1673,0.3655555555555556,4.0,0.9527027027027027
2512,0.102,0.102,0.1673,0.17307564,0.1533333333333333,4.0,0.9155405405405406
2513,0.3109,0.3081758120261904,0.3109,0.3058192525252525,0.1111111111111111,3.0,0.9932432432432432
2591,0.0216,0.0216,0.0216,0.0955011333333333,0.17,3.0,0.9324324324324325
2592,0.1673,0.1673,0.1673,0.2037846516161616,0.1866666666666666,4.0,0.9527027027027027
2599,0.1673,0.3106,0.1673,0.17909262,0.3433333333333334,4.0,0.9527027027027027
2611,0.3478,0.2060981271040964,0.3478,0.3478,0.4144444444444444,4.0,0.8288288288288288
2612,0.3504,0.2137100239005849,0.3504,0.3504,0.3033333333333333,4.0,0.9369369369369369
2613,0.5716,0.2858599869923737,0.5716,0.5716,0.4055555555555556,4.0,0.8716216216216216
2621,0.2435,0.3271673981633952,0.2435,0.2203365868686868,0.3644444444444444,4.0,0.9887387387387387
2622,0.0333,0.1846,0.2435,0.2249174802020201,0.3588888888888888,4.0,0.8975225225225225
2623,0.0,0.0,0.0275,0.09748341,0.2355555555555555,2.0,
2624,0.0649,0.0342406036963483,0.0649,0.1455264141414141,0.3111111111111111,4.0,0.9279279279279279
2625,0.2793,0.3243203403433002,0.3043,0.29007349,0.3866666666666666,4.0,0.9054054054054054
2630,0.4054,0.4054,0.6483,0.2955525636363637,0.2922222222222222,4.0,0.8772522522522522
2640,0.2706,0.408359243465146,0.2706,0.2803766099999999,0.2132435465768799,4.0,0.7668918918918919
2651,0.1731,0.3234391229227905,0.6483,0.5606829707172737,0.42,4.0,0.831081081081081
2652,0.453,0.453,0.453,0.46017662,0.3511111111111111,4.0,0.9831081081081081
2653,0.2706,0.2706,0.2706,0.283391,0.2333333333333333,4.0,0.7668918918918919
2711,0.2763,0.2763,0.2763,0.27360947,0.4433333333333333,4.0,
2712,0.2763,0.288,0.2763,0.27739924,0.5286195286195287,4.0,
2713,0.249,0.2489999999999999,0.4802,0.45148803,0.5733333333333334,4.0,
2719,0.5195,0.5195,0.5195,0.517185,0.4733333333333333,4.0,
2721,0.3315,0.4540065463806685,0.5787,0.472404,0.4411111111111111,4.0,
2722,0.3373,0.2541698568926847,0.3373,0.3345056899999999,0.4044444444444444,4.0,
2723,0.1987,0.3327290045256978,0.1987,0.2384963763636363,0.3833333333333333,4.0,
2729,0.4859,0.4859,0.4859,0.48287,0.4555555555555556,4.0,
2810,0.2418,0.1367176011992244,0.2418,0.37585713,0.3944444444444445,4.0,0.9121621621621622
2821,0.3833,0.1892569050002532,0.1354,0.1490352999999999,0.2444444444444444,4.0,0.9977477477477478
2822,0.452,0.2441242590880281,0.452,0.28696876,0.3,4.0,0.9954954954954955
2823,0.0591,0.0989229053452268,0.0591,0.0271421339393939,0.2066666666666666,3.0,
2824,0.0,0.0243039472195637,0.0074,0.004246,0.1588888888888888,3.0,0.6756756756756757
2825,0.0275,0.0275,0.0,0.05704977,0.2333333333333333,4.0,0.8502252252252253
2830,0.1116,0.1116,0.1116,0.1160397777777777,0.0922222222222222,3.0,0.9583333333333334
2911,0.0,0.1749630481962393,0.4123,0.25775931,0.2177777777777777,2.0,0.5146396396396397
2912,0.2032,0.2032,0.2032,0.202146,0.3166666666666666,4.0,
2921,0.2462,0.3189705039045737,0.2462,0.24615983,0.3366666666666666,4.0,0.8220720720720721
2922,0.2098,0.2098,0.2098,0.20845334,0.3255555555555556,4.0,
2923,0.4304,0.4304,0.4304,0.3168962772727273,0.4633333333333333,4.0,0.9234234234234234
2931,0.3565,0.3565,0.3565,0.3565,0.0977777777777777,3.0,0.36486486486486486
2932,0.0368,0.0197448893312763,0.0368,0.033856,0.1222222222222222,3.0,0.786036036036036
2933,0.0801,0.0414959087369633,0.0801,0.072891,0.0433333333333333,2.0,0.3130630630630631
2934,0.092,0.14652815261537,0.092,0.092,0.1588888888888888,3.0,0.740990990990991
2935,0.1011,0.1011,0.1011,0.1011,0.0533333333333333,2.0,0.6869369369369369
2936,0.0634,0.0634,0.0634,0.0634,0.1311111111111111,4.0,0.8130630630630631
2937,0.0443,0.0443,0.0,0.009008,0.0078563411896745,3.0,
2939,0.3565,0.3565,0.1011,0.0978329999999999,0.0122222222222222,3.0,0.36486486486486486
3110,0.0,0.0,0.0,0.0213959007244158,0.1888888888888888,3.0,0.6711711711711712
3121,0.3148,0.0845297700095152,0.3148,0.2440891713131313,0.1366666666666666,3.0,0.5281531531531531
3122,0.0776,0.0776,0.0776,0.066311149090909,0.1388888888888889,4.0,0.6666666666666666
3123,0.0,0.0,0.0202,0.01503216,0.1411111111111111,2.0,0.2894144144144144
3124,0.0202,0.0114211106995658,0.0202,0.0209957890011223,0.1755555555555555,3.0,0.5709459459459459
3125,0.0,0.0,0.0,0.01263173,0.1111111111111111,2.0,0.30180180180180183
3126,0.0,0.0556485084340917,0.0683,0.0572438918181818,0.1533333333333333,2.0,0.40540540540540543
3127,0.3148,0.3148,0.0,0.1099613627272727,0.1633333333333333,3.0,0.5281531531531531
3128,0.229,0.229,0.0,0.0058281808080808,0.1255555555555555,3.0,
3129,0.3148,0.0,0.0,0.0165785748484848,0.1577777777777778,3.0,0.5281531531531531
3131,0.0257,0.0069100642582489,0.0257,0.0148680806060606,0.0866666666666666,2.0,0.4391891891891892
3132,0.0,0.0,0.0,0.0067321515151515,0.0566666666666666,1.0,0.4189189189189189
3133,0.0,0.0,0.0,0.0011699352106927,0.0911111111111111,1.0,0.4144144144144144
3134,0.0405,0.0149844730846871,0.0405,0.03772344,0.0844444444444444,2.0,0.3783783783783784
3135,0.0,0.0,0.0,0.0036380029292929,0.1033333333333333,1.0,0.07545045045045046
3139,0.1207,0.1207,0.0215,0.0099684654545454,0.05,4.0,
3141,0.0599,0.1889177284606311,0.0599,0.0585239681818181,0.1555555555555555,3.0,0.581081081081081
3142,0.0058,0.0032166614254964,0.0058,0.0035813361616161,0.1033333333333333,3.0,
3143,0.0221,0.014181443390103,0.0,0.0040156581818181,0.1044444444444444,2.0,
3151,0.0,0.0,0.0,0.010984749090909,0.0644444444444444,1.0,0.4099099099099099
3152,0.0,0.0,0.0,0.0016291396969696,0.0844444444444444,2.0,0.3344594594594595
3153,0.0,0.0,0.0,0.000888,0.0888888888888888,2.0,0.3490990990990991
3154,0.0,0.021796528522179,0.0,0.00755244,0.0477777777777777,2.0,0.704954954954955
3155,0.0,0.0,0.0,0.0133383181818181,0.19,2.0,0.4797297297297297
3160,0.3148,0.3148,0.0,0.0388824862626262,0.1011111111111111,3.0,0.5281531531531531
3201,0.0296,0.0296,0.0296,0.0262729,0.0744444444444444,2.0,0.4617117117117117
3202,0.1186,0.086197946646061,0.0296,0.04142546,0.0988888888888888,3.0,0.7015765765765766
3203,0.0564,0.0564,0.0,0.0017261199999999,0.1422222222222222,3.0,0.5045045045045045
3204,0.0,0.0,0.0,0.0019291014141414,0.07,1.0,0.4144144144144144
3205,0.0,0.0,0.0,0.00123786,0.0533333333333333,3.0,0.543918918918919
3206,0.0,0.0,0.0,0.0019495199999999,0.0566666666666666,3.0,0.543918918918919
3207,0.0,0.0,0.0,0.00086676,0.0566666666666666,3.0,0.543918918918919
3209,0.0,0.0,0.0,0.0019329599999999,0.1388888888888889,3.0,0.543918918918919
3311,0.0,0.0238935344057268,0.0,0.00024276,0.0833333333333333,2.0,0.46846846846846846
3312,0.199,0.0519619309515201,0.0,0.00071211,0.0788888888888888,3.0,
3313,0.1577,0.1577,0.1577,0.0799611224242424,0.0644444444444444,3.0,
3314,0.0,0.0,0.0445,0.05028309,0.0833333333333333,2.0,0.4774774774774775
3315,0.0,0.0,0.0,0.0052150099999999,0.0577777777777777,1.0,0.5788288288288288
3316,0.0,0.0,0.0,0.0014395775757575,0.04,1.0,0.48423423423423423
3317,0.0,0.0,0.0,0.0005972359595959,0.0588888888888888,3.0,0.722972972972973
3321,0.0,0.0,0.0,0.0,0.0588888888888888,1.0,
3322,0.3063,0.3063,0.3623,0.4249646185083154,0.3111111111111111,4.0,
3323,0.2446,0.2446,0.1328,0.1322878313131313,0.1655555555555555,3.0,0.5067567567567568
3324,0.0,0.0,0.0,0.0126538739393939,0.0655555555555555,2.0,0.5608108108108109
3325,0.0,0.0,0.0,0.0056664848484848,0.0522222222222222,1.0,0.481981981981982
3326,0.0,0.0,0.0,0.021573992020202,0.1588888888888888,2.0,
3327,0.0179,0.0053540684694535,0.0,0.0082888199999999,0.0566666666666666,2.0,0.39864864864864863
3329,0.0,0.0162401615419394,0.0,0.0115880404040404,0.101010101010101,2.0,0.6036036036036037
3331,0.0,0.0,0.0,0.0051753939393939,0.09,2.0,
3339,0.0,0.0,0.0222,0.0153497126262626,0.04,2.0,
3401,0.4413,0.3120525088729973,0.3504,0.3790424899999999,0.32,4.0,0.8671171171171171
3402,0.1857,0.1884124852794337,0.1857,0.19261063,0.3066666666666666,4.0,0.9617117117117117
3403,0.3104,0.3104,0.3478,0.32725934,0.3644444444444444,4.0,0.7331081081081081
3404,0.2107,0.5099,0.2107,0.308966703030303,0.3086419753086419,4.0,0.8412162162162162
3405,0.0,0.0,0.0,0.0550388484848484,0.1911111111111111,3.0,0.6914414414414415
3510,0.6279,0.6279,0.6279,0.624327,0.1922222222222222,4.0,0.7972972972972973
3521,0.3188,0.1751095172436939,0.3188,0.30059215,0.2655555555555555,4.0,0.9436936936936937
3522,0.2004,0.2212453090698213,0.1571,0.2032040799999999,0.31,4.0,0.9346846846846847
3523,0.0165,0.0165,0.1571,0.2564884,0.21,4.0,0.8614864864864865
3531,0.0165,0.0165,0.1571,0.0984730499999999,0.2344444444444444,4.0,0.8614864864864865
3532,0.1023,0.0790544919618009,0.1023,0.1631411247474747,0.2522222222222222,3.0,0.6621621621621622
3533,0.0,0.0,0.4034,0.297327037070707,0.2377777777777777,1.0,0.4527027027027027
3534,0.2828,0.2364911840385542,0.2828,0.2507632282420161,0.1977777777777777,4.0,0.7252252252252253
3535,0.453,0.453,0.453,0.35011501,0.3122222222222222,4.0,0.9831081081081081
3539,0.118,0.118,0.1482,0.2283283254545454,0.1977777777777777,4.0,0.8445945945945946
3611,0.1856,0.1563861201224199,0.0,0.0945134,0.3122222222222222,4.0,0.8153153153153153
3612,0.0,0.1518249593506656,0.0,0.143423,0.3433333333333334,4.0,0.8186936936936937
3613,0.4528,0.2342060800162188,0.2336,0.23198474,0.4122222222222222,4.0,0.8558558558558559
3614,0.3623,0.4187537867623904,0.3623,0.3509625252525252,0.3144444444444444,4.0,0.8918918918918919
3621,0.0275,0.0755193828801388,0.0275,0.0491385103030303,0.2633333333333333,4.0,0.8502252252252253
3622,0.0,0.0597,0.0,0.0316930052525252,0.2711111111111111,3.0,0.6756756756756757
3623,0.102,0.102,0.102,0.1208492805050505,0.2244444444444444,4.0,0.9155405405405406
3629,0.0,0.0570752345260835,0.0571,0.03335614,0.1111111111111111,2.0,0.5540540540540541
3631,0.0374,0.0374,0.0374,0.044242,0.11,3.0,0.5844594594594594
3632,0.0374,0.0374,0.0374,0.062938,0.0744444444444444,3.0,0.5844594594594594
3711,0.0,0.052168226959164,0.2927,0.20643986,0.3277777777777778,4.0,0.8186936936936937
3712,0.0,0.0177109266739362,0.0,0.0078258769696969,0.1311111111111111,3.0,0.6981981981981982
3713,0.0,0.0302381458575545,0.0,7.400000000000001e-05,0.1766666666666666,3.0,0.6756756756756757
3714,0.0788,0.0788,0.0,0.018912,0.1544444444444444,3.0,0.6204954954954955
3715,0.0,0.0,0.0,0.001524,0.0955555555555555,2.0,0.5754504504504504
3716,0.1116,0.1116,0.1116,0.1166154,0.0666666666666666,3.0,0.9583333333333334
3721,0.0,0.0,0.0,0.0,0.0415263748597081,2.0,0.08333333333333333
3722,0.0,0.01681420924203,0.0,0.0060668436363636,0.0777777777777777,2.0,0.6103603603603603
3723,0.0,0.0569791581994414,0.0,0.0096808282828282,0.0544444444444444,2.0,0.10810810810810811
3724,0.0,0.029906784306698,0.0,0.02020648,0.0822222222222222,2.0,0.5754504504504504
3731,0.195,0.195,0.195,0.195,0.1677777777777777,3.0,0.4572072072072072
3732,0.0,0.0,0.0,0.00738914,0.1844444444444444,3.0,0.7364864864864865
3733,0.0,0.0,0.0,0.0316938733333333,0.1777777777777777,2.0,0.5146396396396397
3734,0.0,0.0,0.0,5.512000000000001e-05,0.0688888888888888,2.0,0.49324324324324326
3739,0.3565,0.3565,0.0173,0.0544183439393939,0.0733333333333333,3.0,0.36486486486486486
3811,0.3373,0.3373,0.3373,0.3166161563636363,0.1766666666666666,4.0,
3812,0.4685,0.4685,0.4685,0.43124579,0.3122222222222222,4.0,
3813,0.2867,0.2867,0.2867,0.2429574793939394,0.2922222222222222,4.0,
3814,0.4802,0.4802,0.3373,0.357824045097439,0.4022222222222222,4.0,
3820,0.7451,0.5702894639052434,0.7451,0.7222449999999999,0.6533333333333333,4.0,
3831,0.0,0.0976550732267961,0.0173,0.06522596,0.1333333333333333,2.0,0.6238738738738738
3832,0.0197,0.0197,0.0,0.0152532121212121,0.0755555555555555,3.0,0.5180180180180181
3833,0.0,0.0,0.0202,0.0341221236363636,0.1733333333333333,2.0,0.20608108108108109
4111,0.3104,0.1792227681417556,0.3478,0.32023556,0.3988888888888889,4.0,0.7331081081081081
4112,0.4046,0.2274039256973496,0.0487,0.0980401212121212,0.3088888888888889,4.0,0.9650900900900901
4113,0.5099,0.5099,0.1467,0.24741196,0.3888888888888889,4.0,0.8018018018018018
4121,0.0,0.0,0.0,0.0064417799999999,0.1333333333333333,3.0,0.35135135135135137
4122,0.0934,0.0666812397662978,0.0934,0.1005341377777777,0.2744444444444445,4.0,0.7072072072072072
4123,0.0956,0.08463883115135,0.0,0.0231854807070707,0.25,4.0,0.7488738738738738
4210,0.0978,0.100352156367876,0.0978,0.085974,0.18,3.0,0.6013513513513513
4221,0.0,0.0533968763060235,0.0,0.0042811951515151,0.0511111111111111,2.0,0.35585585585585583
4222,0.1781,0.1781,0.1781,0.37960088,0.3511111111111111,4.0,0.9459459459459459
4223,0.4046,0.4046,0.4046,0.39934375,0.3522222222222222,4.0,0.9650900900900901
4301,0.6707,0.4245357798551884,0.6707,0.6658742424242423,0.5188888888888888,4.0,0.5878378378378378
4309,0.4528,0.4528,0.4504,0.444974,0.4022222222222222,4.0,0.8558558558558559
4411,0.4338,0.4338,0.4338,0.35143491,0.2055555555555555,4.0,0.7894144144144144
4412,0.4338,0.4338,0.4338,0.4338,0.21,4.0,0.7894144144144144
4421,0.4054,0.326858163893616,0.4054,0.31999977,0.3044444444444444,4.0,0.8772522522522522
4422,0.1725,0.1798927600975328,0.1725,0.1744553499999999,0.1766666666666666,4.0,0.7274774774774775
4423,0.0,0.3862999999999999,0.3863,0.3785739999999999,0.1388888888888889,3.0,0.9403153153153153
4424,0.0,0.2395099421791161,0.7011,0.6683388279797979,0.2877777777777778,3.0,0.9403153153153153
4430,0.4316,0.4089343516848489,0.3851,0.3743283897561473,0.1333333333333333,4.0,0.8828828828828829
4441,0.0846,0.0231,0.0231,0.0850075,0.1811111111111111,3.0,0.5213963963963963
4442,0.0,0.0,0.0846,0.10991474,0.0566666666666666,3.0,0.6396396396396397
4443,0.0,0.0133655910194138,0.0,0.011924707070707,0.0522222222222222,3.0,
4444,0.0653,0.0653,0.1857,0.19713315,0.1033333333333333,3.0,0.6599099099099099
4445,0.2989,0.2989,0.2989,0.2026791481818181,0.1966666666666666,4.0,0.8693693693693694
4446,0.0,0.0,0.0,0.0157953315151515,0.0922222222222222,3.0,0.4752252252252252
4500,0.4528,0.4528,0.4504,0.308337,0.3233333333333333,4.0,0.8558558558558559
5000,0.0,0.0,0.0,0.002119,0.0244444444444444,1.0,0.40765765765765766
5110,0.0116,0.004005481376242,0.0116,0.010672,0.0055555555555555,2.0,0.34572072072072074
5120,0.0,0.0139655490773945,0.0,0.0009879191919191,0.0277777777777777,2.0,0.4369369369369369
5210,0.2627,0.2627,0.2627,0.1682218888888889,0.1388888888888889,3.0,0.5934684684684685
5220,0.3222,0.3222,0.3222,0.3252569999999999,0.0733333333333333,4.0,0.6362612612612613
5300,0.3222,0.3222,0.3222,0.251395343030303,0.1422222222222222,4.0,0.6362612612612613
5411,0.1758,0.1758,0.1758,0.1833902,0.0617283950617283,4.0,0.9740990990990991
5412,0.1758,0.1758,0.1758,0.17803514,0.0477777777777777,4.0,0.9740990990990991
5420,0.2852,0.2852,0.2852,0.2900367272727273,0.2244444444444444,4.0,1.0
5430,0.0,0.0,0.0,0.0422093078787878,0.0355555555555555,1.0,0.15315315315315314
5491,0.1758,0.1758,0.1758,0.1758,0.0888888888888888,4.0,0.9740990990990991
5492,0.0788,0.0788,0.0788,0.0788,0.0411111111111111,3.0,0.6204954954954955
5493,0.0,0.0,0.1011,0.10428256,0.0166666666666666,3.0,0.43018018018018017
5499,0.1758,0.1758,0.2048,0.2089629999999999,0.0466666666666666,4.0,0.9740990990990991
5500,0.0846,0.0452897788739257,0.0846,0.0765302599999999,0.0477777777777777,3.0,0.5213963963963963
5611,0.0,0.0,0.0,3.898989898989899e-05,0.0426487093153759,1.0,
5612,0.0,0.0,0.0476,0.02546445,0.0544444444444444,1.0,
5621,0.0735,0.0477868337482959,0.022,0.0457341967676767,0.1211111111111111,3.0,0.5495495495495496
5622,0.0,0.0,0.0,0.00711891,0.0688888888888888,1.0,
5629,0.0,0.0,0.0,0.0006383915151515,0.04,1.0,
5710,0.0,0.0,0.0122,0.02064886,0.0511111111111111,1.0,
5721,0.0122,0.0395,0.0122,0.00703202,0.0511111111111111,2.0,0.4966216216216216
